[22:47:28][HookEngine.c:45 in HookEngine_init] Loading HookEngine in C:\Users\Spl3en\Desktop\vagrantbox\treeofsavior\clienthooks\HooksOfSavior\HooksOfSavior\/NtHookEngine.dll ...
[22:47:28][HookEngine.c:29 in HookEngine_new] HookEngine initialized correctly.
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x00000002 | ItemLv = 000 | ClassName = <NoHat> | itemType = <Equip> | GroupName = <Armor> | classType = <None> | EqpType = <HAT> | AttackType = <None> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_001550$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EB55 | ItemLv = 65711296 | ClassName = <katyn_7_Messenger> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002817$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EB56 | ItemLv = 65711296 | ClassName = <katyn_corpse> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002819$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EB57 | ItemLv = 65711296 | ClassName = <siauliai_lichen> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002821$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EB58 | ItemLv = 65711296 | ClassName = <siauliai_discolored_grass> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002823$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EB59 | ItemLv = 65711296 | ClassName = <siauliai_wicked_bark> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002825$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EB6E | ItemLv = 65711296 | ClassName = <Siauliai16Report1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002827$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EB6F | ItemLv = 65711296 | ClassName = <Siauliai16Report2> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002829$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EB70 | ItemLv = 65711296 | ClassName = <Siauliai16Cure> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002831$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EB71 | ItemLv = 65711296 | ClassName = <Siauliai16Canine> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002833$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EB72 | ItemLv = 65711296 | ClassName = <Siauliai16Helmet> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002835$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EB73 | ItemLv = 65711296 | ClassName = <Siauliai16Plume> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002837$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EB74 | ItemLv = 65711296 | ClassName = <Siauliai16Report3> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002839$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EB77 | ItemLv = 65711296 | ClassName = <katyn13_1_owlwing> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$QUEST_20150317_001286$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EB7D | ItemLv = 65711296 | ClassName = <katyn13_1_owlwing_sub> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$QUEST_20150317_001286$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EB8A | ItemLv = 65711296 | ClassName = <CMINE08_QUARRY> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002843$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EB8C | ItemLv = 65711296 | ClassName = <CMINE08_BLOOD> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002845$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EB8D | ItemLv = 65711296 | ClassName = <CMINE08_ADDITIVE> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002847$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EBA0 | ItemLv = 65711296 | ClassName = <CMINE08_BLOOD_resin> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002845$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EBA1 | ItemLv = 65711296 | ClassName = <ZACHA32_KEEPER_KEY> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002850$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EBA2 | ItemLv = 65711296 | ClassName = <ZACHA32_KEY> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002852$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EBA3 | ItemLv = 65711296 | ClassName = <ZACHA33_ITEM01> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002854$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EBA4 | ItemLv = 65711296 | ClassName = <ZACHA33_ITEM02> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002855$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EBFA | ItemLv = 65711296 | ClassName = <ROKAS30_PIPOTI_MAP> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002856$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EBFB | ItemLv = 65711296 | ClassName = <VACYS_note> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150406_004584$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EBFC | ItemLv = 65711296 | ClassName = <VACYS_STONE> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002860$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EBFD | ItemLv = 65711296 | ClassName = <VACYS_KIT> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002862$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EBFE | ItemLv = 65711296 | ClassName = <VACYS_RECORD> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002864$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EBFF | ItemLv = 65711296 | ClassName = <ZACHA36_CUBE1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002866$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC00 | ItemLv = 65711296 | ClassName = <ROKAS26_M_SLATE2> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002868$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC01 | ItemLv = 65711296 | ClassName = <ROKAS26_M_SLATE3> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002870$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC02 | ItemLv = 65711296 | ClassName = <ROKAS26_M_SLATE4> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002872$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC03 | ItemLv = 65711296 | ClassName = <ROKAS26_MQ1_scroll> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002874$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC04 | ItemLv = 65711296 | ClassName = <ROKAS26_MQ1_key> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002876$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC05 | ItemLv = 65711296 | ClassName = <JOB_HOPLITE2_ITEM1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150323_003953$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC06 | ItemLv = 65711296 | ClassName = <JOB_HOPLITE2_ITEM2> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150323_003954$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC07 | ItemLv = 65711296 | ClassName = <JOB_HOPLITE2_ITEM3> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150323_003955$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC08 | ItemLv = 65711296 | ClassName = <JOB_HOPLITE2_ITEM4> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002884$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC09 | ItemLv = 65711296 | ClassName = <JOB_PSYCHOKINESIST2_1_ITEM1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150729_005903$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC0A | ItemLv = 65711296 | ClassName = <JOB_PSYCHOKINESIST2_2_ITEM1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002888$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC0B | ItemLv = 65711296 | ClassName = <JOB_LINKER2_1_ITEM1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$QUEST_JOBSTEP_20150323_002340$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC0C | ItemLv = 65711296 | ClassName = <JOB_LINKER2_1_ITEM2> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$QUEST_JOBSTEP_20150323_002341$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC0D | ItemLv = 65711296 | ClassName = <JOB_SAPPER2_1_ITEM1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002892$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC0E | ItemLv = 65711296 | ClassName = <JOB_HUNTER2_2_ITEM1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150323_003956$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC0F | ItemLv = 65711296 | ClassName = <JOB_HUNTER2_3_ITEM1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002896$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC10 | ItemLv = 65711296 | ClassName = <JOB_HUNTER2_4_ITEM1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002898$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC11 | ItemLv = 65711296 | ClassName = <JOB_DIEVDIRBYS2_ITEM1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002900$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC12 | ItemLv = 65711296 | ClassName = <JOB_PYROMANCER2_1_ITEM1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002902$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC13 | ItemLv = 65711296 | ClassName = <JOB_KRIVI2_1_ITEM1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002904$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC14 | ItemLv = 65711296 | ClassName = <JOB_PRIEST2_1_ITEM1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002906$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC15 | ItemLv = 65711296 | ClassName = <JOB_WIZARD2_1_ITEM1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150714_005286$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC16 | ItemLv = 65711296 | ClassName = <JOB_WIZARD2_1_ITEM2> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150323_003957$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC17 | ItemLv = 65711296 | ClassName = <JOB_WIZARD2_1_ITEM3> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002411$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC18 | ItemLv = 65711296 | ClassName = <JOB_WIZARD2_2_ITEM1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002912$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC19 | ItemLv = 65711296 | ClassName = <JOB_CLERIC2_1_ITEM1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002914$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC1A | ItemLv = 65711296 | ClassName = <JOB_CLERIC2_1_ITEM2> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002916$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC1B | ItemLv = 65711296 | ClassName = <JOB_CLERIC2_1_ITEM3> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002918$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC1D | ItemLv = 65711296 | ClassName = <JOB_PSYCHOKINESIST3_1_ITEM1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002920$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC1E | ItemLv = 65711296 | ClassName = <JOB_PSYCHOKINESIST3_1_ITEM2> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002922$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC1F | ItemLv = 65711296 | ClassName = <JOB_QUARREL3_2_ITEM1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002924$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC20 | ItemLv = 65711296 | ClassName = <JOB_RANGER3_2_ITEM1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002926$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC21 | ItemLv = 65711296 | ClassName = <JOB_SAPPER3_1_ITEM1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$QUEST_JOBSTEP_20150323_002378$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC22 | ItemLv = 65711296 | ClassName = <JOB_SAPPER3_2_ITEM1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002930$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC23 | ItemLv = 65711296 | ClassName = <JOB_DIEVDIRBYS3_2_ITEM1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002932$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC24 | ItemLv = 65711296 | ClassName = <JOB_DIEVDIRBYS3_3_ITEM1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002934$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC25 | ItemLv = 65711296 | ClassName = <JOB_PYROMANCER3_1_ITEM1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002936$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC26 | ItemLv = 65711296 | ClassName = <JOB_CRYOMANCER3_1_ITEM1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150714_005287$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC27 | ItemLv = 65711296 | ClassName = <JOB_CRYOMANCER3_1_ITEM2> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150714_005288$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC28 | ItemLv = 65711296 | ClassName = <JOB_WIZARD3_1_ITEM1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002942$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC29 | ItemLv = 65711296 | ClassName = <JOB_WIZARD3_1_ITEM2> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002944$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC2A | ItemLv = 65711296 | ClassName = <JOB_WIZARD3_2_ITEM1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002912$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC2B | ItemLv = 65711296 | ClassName = <CMINE_DIARY_TOOL> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002947$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC39 | ItemLv = 65711296 | ClassName = <THORN22_Ring_1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002950$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC3A | ItemLv = 65711296 | ClassName = <THORN22_Firewood_1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002952$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC3B | ItemLv = 65711296 | ClassName = <THORN22_Specimen_1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002954$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC3D | ItemLv = 65711296 | ClassName = <THORN22_Order_1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002956$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC3E | ItemLv = 65711296 | ClassName = <THORN22_Specimen_3> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002958$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC3F | ItemLv = 65711296 | ClassName = <THORN22_Specimen_4> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002959$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC40 | ItemLv = 65711296 | ClassName = <THORN22_Thorn_1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002961$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC41 | ItemLv = 65711296 | ClassName = <THORN22_LightBall_1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002962$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC42 | ItemLv = 65711296 | ClassName = <THORN22_Petal_1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002963$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC43 | ItemLv = 65711296 | ClassName = <THORN23_Thorn_1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002965$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC44 | ItemLv = 65711296 | ClassName = <THORN23_Report_1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002967$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC45 | ItemLv = 65711296 | ClassName = <THORN23_WBottle_1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002969$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC46 | ItemLv = 65711296 | ClassName = <THORN23_Sap_1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002971$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC47 | ItemLv = 65711296 | ClassName = <THORN23_Mushroom_1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002618$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC48 | ItemLv = 65711296 | ClassName = <THORN23_Piece_1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002974$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC49 | ItemLv = 65711296 | ClassName = <THORN23_Piece_2> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002976$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EC4A | ItemLv = 65711296 | ClassName = <THORN23_Piece_3> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002977$*^>
